CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
057665200,BCPC,Balchem Corp,0,-400,0,-70.4K,CLOSE,0%
436893200,HOMB,Home BancShares Inc/AR,300,-2500,8.49K,-70.75K,-89.3%,<.01%
553498106,MSA,MSA Safety Inc,0,-400,0,-70.94K,CLOSE,0%
55616P104,M,Macy's Inc,400,-4200,6.77K,-71.11K,-91.3%,<.01%
044186104,ASH,Ashland Inc,100,-1000,7.15K,-71.46K,-90.9%,<.01%
043436104,ABG,Asbury Automotive Group Inc,0,-300,0,-71.58K,CLOSE,0%
292218104,EIG,Employers Holdings Inc,100,-1400,5.12K,-71.72K,-93.3%,<.01%
29605J106,ESAB,Esab Corp,100,-600,11.99K,-71.96K,-85.7%,<.01%
G97822103,PRGO,Perrigo Co PLC,400,-2800,10.28K,-71.99K,-87.5%,<.01%
204448104,BVN,Cia de Minas Buenaventura SAA,62900,-6300,724.61K,-72.58K,-9.1%,<.01%
42234Q102,HTLF,Heartland Financial USA Inc,200,-1200,12.26K,-73.57K,-85.7%,<.01%
78648T100,SAFT,Safety Insurance Group Inc,0,-900,0,-73.6K,CLOSE,0%
410867105,THG,Hanover Insurance Group Inc/The,0,-500,0,-74.06K,CLOSE,0%
45781M101,INVA,Innoviva Inc,200,-4300,3.47K,-74.61K,-95.6%,<.01%
875465106,SKT,Tanger Inc,500,-2200,17.07K,-75.09K,-81.5%,<.01%
35909D109,FYBR,Frontier Communications Parent Inc,400,-2200,13.88K,-76.34K,-84.6%,<.01%
87901J105,TGNA,TEGNA Inc,700,-4200,12.8K,-76.82K,-85.7%,<.01%
553530106,MSM,MSC Industrial Direct Co Inc,0,-900,0,-77.45K,CLOSE,0%
912909108,X,United States Steel Corp,200,-2300,6.8K,-78.18K,-92%,<.01%
88224Q107,TCBI,Texas Capital Bancshares Inc,300,-1000,23.46K,-78.2K,-76.9%,<.01%
909907107,UBSI,United Bankshares Inc/WV,300,-2100,11.27K,-78.86K,-87.5%,<.01%
840441109,SSB,SOUTHSTATE BANK CORP,400,-800,39.79K,-79.58K,-66.7%,<.01%
26484T106,DNB,Dun & Bradstreet Holdings Inc,400,-6400,4.98K,-79.74K,-94.1%,<.01%
81730H109,S,SentinelOne Inc,700,-3600,15.54K,-79.92K,-83.7%,<.01%
576323109,MTZ,MasTec Inc,100,-600,13.61K,-81.68K,-85.7%,<.01%
91529Y106,UNM,Unum Group,35797,-1125,2.61M,-82.16K,-3%,<.01%
298736109,EEFT,Euronet Worldwide Inc,300,-800,30.85K,-82.27K,-72.7%,<.01%
008492100,ADC,Agree Realty Corp,0,-1100,0,-82.86K,CLOSE,0%
29261A100,EHC,Encompass Health Corp,200,-900,18.47K,-83.11K,-81.8%,<.01%
55825T103,MSGS,Madison Square Garden Sports Corp,0,-400,0,-83.3K,CLOSE,0%
700658107,PRK,Park National Corp,0,-500,0,-83.99K,CLOSE,0%
117043109,BC,Brunswick Corp/DE,200,-1300,12.94K,-84.08K,-86.7%,<.01%
919794107,VLY,Valley National Bancorp,1500,-9300,13.59K,-84.26K,-86.1%,<.01%
879369106,TFX,Teleflex Inc,21198,-475,3.77M,-84.54K,-2.2%,0.01%
686688102,ORA,Ormat Technologies Inc,0,-1100,0,-84.63K,CLOSE,0%
447011107,HUN,Huntsman Corp,700,-4700,12.62K,-84.74K,-87%,<.01%
885160101,THO,Thor Industries Inc,100,-900,9.57K,-86.14K,-90%,<.01%
781846308,RUSHB,Rush Enterprises Inc,300,-1600,16.33K,-87.1K,-84.2%,<.01%
G25457105,CRDO,Credo Technology Group Holding Ltd,200,-1300,13.44K,-87.37K,-86.7%,<.01%
10949T109,BRSP,BrightSpire Capital Inc,400,-15600,2.26K,-87.98K,-97.5%,<.01%
12510Q100,CCC,CCC Intelligent Solutions Holdings Inc,0,-8000,0,-88.4K,CLOSE,0%
49427F108,KRC,Kilroy Realty Corp,0,-2300,0,-89.01K,CLOSE,0%
05368V106,AVNT,Avient Corp,700,-2200,28.6K,-89.89K,-75.9%,<.01%
377322102,GKOS,Glaukos Corp,100,-600,14.99K,-89.96K,-85.7%,<.01%
379378201,GNL,Global Net Lease Inc,1100,-12400,8.03K,-90.52K,-91.9%,<.01%
302941109,FCN,FTI Consulting Inc,0,-400,0,-91.02K,CLOSE,0%
554382101,MAC,Macerich Co/The,200,-4600,3.98K,-91.63K,-95.8%,<.01%
460690100,IPG,Interpublic Group of Cos Inc/The,219250,-3300,6.14M,-92.47K,-1.5%,0.02%
87161C501,SNV,Synovus Financial Corp,28232,-1811,1.45M,-92.78K,-6%,<.01%
942749102,WTS,Watts Water Technologies Inc.,8302,-460,1.69M,-93.52K,-5.2%,<.01%
515098101,LSTR,Landstar System Inc,0,-500,0,-94.44K,CLOSE,0%
G0585R106,AGO,Assured Guaranty Ltd,0,-1200,0,-95.42K,CLOSE,0%
G65163100,JOBY,Joby Aviation Inc,1100,-12000,8.94K,-97.56K,-91.6%,<.01%
74164F103,PRIM,Primoris Services Corp,200,-1300,15.28K,-99.32K,-86.7%,<.01%
02376R102,AAL,American Airlines Group Inc,1300,-5700,22.66K,-99.35K,-81.4%,<.01%
683344105,ONTO,Onto Innovation Inc,100,-600,16.67K,-100K,-85.7%,<.01%
76169C100,REXR,Rexford Industrial Realty Inc,300,-2600,11.6K,-100.52K,-89.7%,<.01%
40131M109,GH,Guardant Health Inc,0,-4400,0,-100.94K,CLOSE,0%
747316107,KWR,Quaker Chemical Corp,0,-600,0,-101.09K,CLOSE,0%
88023U101,SGI,Somnigroup International Inc,500,-1800,28.34K,-102.04K,-78.3%,<.01%
387328107,GVA,Granite Construction Inc,100,-1200,8.77K,-105.25K,-92.3%,<.01%
558868105,MDGL,Madrigal Pharmaceuticals Inc,0,-500,0,-106.11K,CLOSE,0%
67000B104,NOVT,Novanta Inc,0,-600,0,-107.35K,CLOSE,0%
03852U106,ARMK,Aramark,400,-2900,14.92K,-108.2K,-87.9%,<.01%
46116X101,ITCI,Intra-Cellular Therapies Inc,100,-1300,8.35K,-108.58K,-92.9%,<.01%
090043100,BILL,BILL Holdings Inc,200,-1300,16.94K,-110.12K,-86.7%,<.01%
651587107,NEU,NewMarket Corp,0,-200,0,-110.38K,CLOSE,0%
457669307,INSM,Insmed Inc,300,-1600,20.71K,-110.46K,-84.2%,<.01%
566324109,MMI,Marcus & Millichap Inc,100,-2900,3.83K,-110.95K,-96.7%,<.01%
817565104,SCI,Service Corp International/US,100,-1400,7.98K,-111.75K,-93.3%,<.01%
G68707101,PAGS,Pagseguro Digital Ltd,0,-13000,0,-111.93K,CLOSE,0%
428103105,HESM,Hess Midstream LP,43547,-3042,1.61M,-112.65K,-6.5%,<.01%
87256C101,TKO,TKO Group Holdings Inc,100,-800,14.21K,-113.69K,-88.9%,<.01%
184496107,CLH,Clean Harbors Inc,100,-500,23.01K,-115.07K,-83.3%,<.01%
929042109,VNO,Vornado Realty Trust,300,-2800,12.61K,-117.71K,-90.3%,<.01%
192422103,CGNX,Cognex Corp,400,-3300,14.34K,-118.34K,-89.2%,<.01%
36467W109,GME,GameStop Corp,100,-3800,3.13K,-119.09K,-97.4%,<.01%
03820C105,AIT,Applied Industrial Technologies Inc,100,-500,23.95K,-119.73K,-83.3%,<.01%
16359R103,CHE,Chemed Corp,0,-200,0,-120.19K,CLOSE,0%
013872106,AA,Alcoa Corp,300,-3200,11.33K,-120.9K,-91.4%,<.01%
86614U100,SUM,Summit Materials Inc,400,-2400,20.24K,-121.44K,-85.7%,<.01%
596278101,MIDD,Middleby Corp/The,100,-900,13.54K,-121.9K,-90%,<.01%
36262G101,GXO,GXO Logistics Inc,30111,-2852,1.31M,-124.06K,-8.7%,<.01%
758750103,RRX,Regal Rexnord Corp,300,-800,46.54K,-124.1K,-72.7%,<.01%
46267X108,IQ,iQIYI Inc,0,-43500,0,-124.41K,CLOSE,0%
428291108,HXL,Hexcel Corp,500,-2000,31.35K,-125.4K,-80%,<.01%
392709101,GRBK,Green Brick Partners Inc,14721,-2228,831.59K,-125.86K,-13.1%,<.01%
536797103,LAD,Lithia Motors Inc,0,-400,0,-127.06K,CLOSE,0%
00790R104,WMS,Advanced Drainage Systems Inc,4895,-1110,565.86K,-128.32K,-18.5%,<.01%
00187Y100,APG,API Group Corp,800,-3600,28.78K,-129.49K,-81.8%,<.01%
78574H104,SOC,Sable Offshore Corp,200,-5700,4.58K,-130.53K,-96.6%,<.01%
533900106,LECO,Lincoln Electric Holdings Inc,100,-700,18.75K,-131.23K,-87.5%,<.01%
011659109,ALK,Alaska Air Group Inc.,30827,-2079,2M,-134.62K,-6.3%,<.01%
229899109,CFR,Cullen/Frost Bankers Inc.,15247,-1048,2.05M,-140.69K,-6.4%,<.01%
759351604,RGA,Reinsurance Group of America Inc.,6149,-681,1.31M,-145.48K,-10%,<.01%
01748X102,ALGT,Allegiant Travel Co,200,-1600,18.82K,-150.59K,-88.9%,<.01%
88033G407,THC,Tenet Healthcare Corp,7484,-1201,944.71K,-151.6K,-13.8%,<.01%
372460105,GPC,Genuine Parts Co,72648,-1300,8.48M,-151.79K,-1.8%,0.03%
87918A105,TDOC,Teladoc Health Inc,1400,-16900,12.73K,-153.62K,-92.3%,<.01%
G3730V105,FTAI,FTAI Aviation Ltd,6955,-1070,1M,-154.12K,-13.3%,<.01%
12541W209,CHRW,CH Robinson Worldwide Inc,49018,-1500,5.06M,-154.98K,-3%,0.02%
96208T104,WEX,WEX Inc,200,-900,35.06K,-157.79K,-81.8%,<.01%
537008104,LFUS,Littelfuse Inc,100,-700,23.57K,-164.96K,-87.5%,<.01%
00827B106,AFRM,Affirm Holdings Inc,100,-2800,6.09K,-170.52K,-96.6%,<.01%
62945V109,NVEE,NV5 Global Inc,400,-9150,7.54K,-172.39K,-95.8%,<.01%
172755100,CRUS,Cirrus Logic Inc.,4949,-1738,492.82K,-173.07K,-26%,<.01%
G25839104,CCEP,Coca-Cola Europacific Partners PLC,84200,-2300,6.47M,-176.66K,-2.7%,0.02%
01644J108,ALKT,Alkami Technology Inc,38505,-4880,1.41M,-179K,-11.2%,<.01%
88034P109,TME,Tencent Music Entertainment Group,107000,-16300,1.21M,-185K,-13.2%,<.01%
562750109,MANH,Manhattan Associates Inc,28688,-700,7.75M,-189.17K,-2.4%,0.02%
86771W105,RUN,Sunrun Inc,300,-21155,2.77K,-195.68K,-98.6%,<.01%
98850P109,YUMC,Yum China Holdings Inc,48477,-4300,2.34M,-207.13K,-8.1%,<.01%
404030108,HEES,H&E Equipment Services Inc,16279,-4278,797.02K,-209.45K,-20.8%,<.01%
20717M103,CFLT,Confluent Inc,200,-7500,5.59K,-209.7K,-97.4%,<.01%
466313103,JBL,Jabil Inc,46576,-1500,6.7M,-215.85K,-3.1%,0.02%
55087P104,LYFT,Lyft Inc,109073,-17712,1.41M,-228.48K,-14%,<.01%
M5216V106,GLBE,Global-e Online Ltd,24100,-4200,1.31M,-229.03K,-14.8%,<.01%
76118Y104,REZI,Resideo Technologies Inc,64078,-11222,1.48M,-258.67K,-14.9%,<.01%
27579R104,EWBC,East West Bancorp Inc.,25484,-2810,2.44M,-269.09K,-9.9%,<.01%
91879Q109,MTN,Vail Resorts Inc,100,-1500,18.75K,-281.18K,-93.8%,<.01%
171779309,CIEN,Ciena Corp.,31492,-3424,2.67M,-290.39K,-9.8%,<.01%
989207105,ZBRA,Zebra Technologies Corp,17302,-775,6.68M,-299.32K,-4.3%,0.02%
02553E106,AEO,American Eagle Outfitters Inc,400,-18279,6.67K,-304.71K,-97.9%,<.01%
15677J108,DAY,Dayforce Inc,70093,-4200,5.09M,-305.09K,-5.7%,0.02%
875372203,TNDM,Tandem Diabetes Care Inc,0,-7284,0,-308.91K,CLOSE,0%
55306N104,MKSI,MKS Inc.,4355,-3010,454.62K,-314.21K,-40.9%,<.01%
418056107,HAS,Hasbro Inc,1600,-5700,89.46K,-318.69K,-78.1%,<.01%
254709108,DFS,Discover Financial Services,118536,-1900,20.53M,-329.14K,-1.6%,0.06%
30050B101,EVH,Evolent Health Inc,100,-30131,1.12K,-338.97K,-99.7%,<.01%
109641100,EAT,Brinker International Inc.,15617,-2610,2.07M,-345.28K,-14.3%,<.01%
218352102,CORT,Corcept Therapeutics Inc,32034,-6882,1.61M,-346.78K,-17.7%,<.01%
405024100,HAE,Haemonetics Corp.,0,-4472,0,-359.46K,CLOSE,0%
73278L105,POOL,Pool Corp,13419,-1100,4.58M,-375.03K,-7.6%,0.01%
047649108,ATKR,Atkore Inc,100,-4743,8.35K,-395.8K,-97.9%,<.01%
603158106,MTX,Minerals Technologies Inc,100,-5224,7.62K,-398.12K,-98.1%,<.01%
G8267P108,SW,Smurfit WestRock PLC,194716,-7422,10.49M,-399.75K,-3.7%,0.03%
G8060N102,ST,Sensata Technologies Holding PLC,600,-14760,16.44K,-404.42K,-96.1%,<.01%
26969P108,EXP,Eagle Materials Inc.,5528,-1646,1.36M,-406.17K,-22.9%,<.01%
887389104,TKR,Timken Co/The,200,-5971,14.27K,-426.15K,-96.8%,<.01%
445658107,JBHT,JB Hunt Transport Services Inc,35011,-2500,5.97M,-426.65K,-6.7%,0.02%
835495102,SON,Sonoco Products Co.,175223,-8960,8.56M,-437.7K,-4.9%,0.03%
874039100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,47259,-2282,9.33M,-450.67K,-4.6%,0.03%
00912X302,AL,Air Lease Corp A,0,-10082,0,-456.61K,CLOSE,0%
810186106,SMG,Scotts Miracle-Gro Co/The,0,-5343,0,-463.24K,CLOSE,0%
829933100,SIRI,Sirius XM Holdings Inc,105,-21112,2.39K,-481.35K,-99.5%,<.01%
761624105,REX,REX American Resources Corp,600,-11566,25.01K,-482.19K,-95.1%,<.01%
482497104,BEKE,KE Holdings Inc,100900,-26300,1.86M,-484.45K,-20.7%,<.01%
565394103,CART,Maplebear Inc,25641,-11827,1.06M,-489.87K,-31.6%,<.01%
440452100,HRL,Hormel Foods Corp,229088,-15800,7.19M,-495.65K,-6.5%,0.02%
52110M109,LAZ,Lazard Inc (US),22801,-9700,1.17M,-499.36K,-29.8%,<.01%
916896103,UEC,Uranium Energy Corp,1300,-74764,8.7K,-500.17K,-98.3%,<.01%
24906P109,XRAY,DENTSPLY SIRONA Inc,700,-27630,13.29K,-524.42K,-97.5%,<.01%
29786A106,ETSY,Etsy Inc,0,-9939,0,-551.91K,CLOSE,0%
521865204,LEA,Lear Corp,200,-5945,18.94K,-562.99K,-96.7%,<.01%
001084102,AGCO,AGCO Corp.,0,-5848,0,-572.28K,CLOSE,0%
971378104,WSC,WillScot Holdings Corp,100,-17305,3.35K,-578.85K,-99.4%,<.01%
74276R102,PRVA,Privia Health Group Inc,40068,-30318,783.33K,-592.72K,-43.1%,<.01%
98983V106,ZUO,Zuora Inc,0,-73497,0,-633.54K,CLOSE,0%
518415104,LSCC,Lattice Semiconductor Corp,100,-11387,5.67K,-645.07K,-99.1%,<.01%
19459J104,COLL,Collegium Pharmaceutical Inc,0,-16926,0,-654.02K,CLOSE,0%
78454L100,SM,SM Energy Co.,47114,-17270,1.83M,-669.39K,-26.8%,<.01%
74736L109,QTWO,Q2 Holdings Inc,14035,-6780,1.41M,-682.41K,-32.6%,<.01%
832696405,SJM,J M Smucker Co/The,75502,-6200,8.31M,-682.74K,-7.6%,0.02%
23918K108,DVA,DaVita Inc,26268,-4600,3.93M,-687.93K,-14.9%,0.01%
G50871105,JAZZ,Jazz Pharmaceuticals PLC (US),16295,-5656,2.01M,-696.54K,-25.8%,<.01%
87162W100,SNX,TD SYNNEX Corp,0,-5855,0,-703.07K,CLOSE,0%
770323103,RHI,Robert Half Inc,300,-10257,21.14K,-722.71K,-97.2%,<.01%
830940102,SKWD,Skyward Specialty Insurance Group Inc,0,-17950,0,-731.1K,CLOSE,0%
023586506,UHALB,U-Haul Holding Co,32027,-11490,2.05M,-735.93K,-26.4%,<.01%
370334104,GIS,General Mills Inc.,398049,-11551,25.38M,-736.61K,-2.8%,0.08%
16115Q308,GTLS,Chart Industries Inc,100,-3896,19.08K,-743.51K,-97.5%,<.01%
42704L104,HRI,Herc Holdings Inc,5608,-3984,1.06M,-754.29K,-41.5%,<.01%
205887102,CAG,Conagra Brands Inc,319576,-27600,8.87M,-765.9K,-7.9%,0.03%
237266101,DAR,Darling Ingredients Inc,400,-23600,13.48K,-795.08K,-98.3%,<.01%
92343X100,VRNT,Verint Systems Inc,0,-31838,0,-806.46K,CLOSE,0%
26603R106,DUOL,Duolingo Inc,5359,-2517,1.74M,-816.09K,-32%,<.01%
45828L108,IAS,Integral Ad Science Holding Corp,0,-77513,0,-837.92K,CLOSE,0%
G3198U102,ESNT,Essent Group Ltd,200,-15626,10.89K,-850.68K,-98.7%,<.01%
000899104,ADMA,ADMA Biologics Inc,25994,-49702,445.8K,-852.39K,-65.7%,<.01%
690732102,ACH,Owens & Minor Inc,0,-54528,0,-855.54K,CLOSE,0%
58450V104,MAX,MediaAlpha Inc,0,-47286,0,-856.35K,CLOSE,0%
55272X607,MFA,MFA Financial Inc REIT,0,-67668,0,-860.74K,CLOSE,0%
76156B107,RVLV,Revolve Group Inc A,0,-35936,0,-890.49K,CLOSE,0%
88162G103,TTEK,Tetra Tech Inc,25259,-22543,1.01M,-898.11K,-47.2%,<.01%
20602D101,CNXC,Concentrix Corp,100,-21144,4.33K,-914.9K,-99.5%,<.01%
852312305,STAA,Staar Surgical Co,0,-24798,0,-921.25K,CLOSE,0%
74834L100,DGX,Quest Diagnostics Inc,51459,-6202,7.76M,-935.63K,-10.8%,0.02%
733174700,BPOP,Popular Inc,6040,-9961,568.12K,-936.93K,-62.3%,<.01%
126402106,CSW,CSW Industrials Inc,1322,-2667,466.4K,-940.92K,-66.9%,<.01%
680033107,ONB,Old National Bancorp/IN,29605,-43520,642.58K,-944.6K,-59.5%,<.01%
